movieID,specKey,specValue,specLink
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Aspect ratio,1.78 : 1,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Camera,"FLIR X8500(American Cinematographer December 2023)Sony CineAlta Venice Rialto, Leitz M 0.8 LensesSony CineAlta Venice, Leitz M 0.8 Lenses",
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Negative Format,AXS-R7,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Cinematographic Process,"Digital Intermediate(4K, master format)Spherical(source format)X-OCN ST(6K, source format)",
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,Printed Film Format,35 mm(Kodak Vision 2383)D-CinemaDCP Digital Cinema Package,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,,,
VGhlIFpvbmUgb2YgSW50ZXJlc3Q=,,,
VGhlIEdlbnRsZW1lbg==,Runtime,1h 53m(113 min),
VGhlIEdlbnRsZW1lbg==,Sound mix,Dolby DigitalDolby Surround 7.1Dolby Atmos,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
VGhlIEdlbnRsZW1lbg==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIEdlbnRsZW1lbg==,Aspect ratio,1.85 : 1(one scene)2.39 : 1,
VGhlIEdlbnRsZW1lbg==,Camera,"Arri Alexa XT Plus, Panavision Primo and Angenieux Optimo Lenses",
VGhlIEdlbnRsZW1lbg==,Negative Format,Codex,
VGhlIEdlbnRsZW1lbg==,Cinematographic Process,"ARRIRAW(3.4K, source format)Digital Intermediate(4K, master format)",
VGhlIEdlbnRsZW1lbg==,Printed Film Format,D-Cinema,
VGhlIEdlbnRsZW1lbg==,,,
VGhlIEdlbnRsZW1lbg==,,,
R2xhc3M=,Runtime,2h 9m(129 min),
R2xhc3M=,Sound mix,Dolby AtmosDolby Surround 7.1Dolby Digital,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
R2xhc3M=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
R2xhc3M=,Aspect ratio,2.39 : 1,
R2xhc3M=,Camera,"Arri Alexa Mini, Arri/Zeiss Master Prime and Angenieux Optimo LensesArri Alexa SXT, Zeiss Master Prime, Angenieux Optimo and Fujinon Alura Lenses",
R2xhc3M=,Laboratory,"Technicolor(digital dailies)Technicolor, Los Angeles (CA), USA(color, digital intermediate)",
R2xhc3M=,Negative Format,Codex,
R2xhc3M=,Cinematographic Process,"ARRIRAW(3.4K, source format)Digital Intermediate(4K, master format)Dolby Vision",
R2xhc3M=,Printed Film Format,D-Cinema,
R2xhc3M=,,,
R2xhc3M=,,,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Runtime,2h 22m(142 min),
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Color,Color(Technicolor),/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Aspect ratio,1.85 : 1,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Camera,"Arriflex 35 BL4S, Zeiss Standard Speed and Super Speed LensesMoviecam Compact, Zeiss Standard Speed and Super Speed Lenses",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Laboratory,"DuArt Film Laboratories Inc., New York, USA(dailies)Technicolor, Hollywood (CA), USA(color, prints)",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Film Length,"3,907 m(Sweden)",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Negative Format,"35 mm(Eastman EXR 100T 5248, EXR 200T 5293)",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Cinematographic Process,"Digital Intermediate(4K, 2021 remaster)Dolby VisionHDR10Spherical",
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,Printed Film Format,16 mm(Eastman 5384)35 mm,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,,,
VGhlIFNoYXdzaGFuayBSZWRlbXB0aW9u,,,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Runtime,2h 31m(151 min),
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Aspect ratio,1.85 : 1,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Camera,"Arri Alexa Mini LF, Hawk V-Lite and Angenieux Optimo Lenses",
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Laboratory,"M141, Paris, France",
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Negative Format,Codex ARRIRAW(2.8K),
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Cinematographic Process,"Digital Intermediate(2K, master format)Hawk Scope(anamorphic, source format)",
QW5hdG9taWUgZCd1bmUgY2h1dGU=,Printed Film Format,D-CinemaDCP Digital Cinema Package,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,,,
QW5hdG9taWUgZCd1bmUgY2h1dGU=,,,
QW5uYQ==,Runtime,1h 58m(118 min),
QW5uYQ==,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QW5uYQ==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QW5uYQ==,Aspect ratio,2.35 : 1,
QW5uYQ==,Camera,Arri Alexa MiniLeitz M 0.8 lensesLeitz SUMMICRON-C lenses,
QW5uYQ==,Printed Film Format,Digital(Digital Cinema Package DCP),
QW5uYQ==,,,
QW5uYQ==,,,
TWlncmF0aW9u,Runtime,1h 23m(83 min),
TWlncmF0aW9u,Sound mix,Dolby DigitalIMAX 6-TrackDolby Atmos12-Track Digital SoundDTS(DTS: X)Auro 11.1DTS:X,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
TWlncmF0aW9u,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TWlncmF0aW9u,Aspect ratio,2.35 : 1,
TWlncmF0aW9u,Laboratory,"Company 3DeLuxe, Hollywood (CA), USA",
TWlncmF0aW9u,Negative Format,35 mm,
TWlncmF0aW9u,Cinematographic Process,"Digital 3-D(source format)Digital Intermediate(2K, master format)Dolby Vision",
TWlncmF0aW9u,Printed Film Format,D-Cinema(also 3-D version)DCP Digital Cinema Package,
TWlncmF0aW9u,,,
TWlncmF0aW9u,,,
VW5zdW5nIEhlcm8=,Runtime,1h 52m(112 min) (United States),
VW5zdW5nIEhlcm8=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VW5zdW5nIEhlcm8=,Camera,Arri Alexa(LF),
VW5zdW5nIEhlcm8=,,,
VW5zdW5nIEhlcm8=,,,
WA==,Runtime,1h 45m(105 min),
WA==,Sound mix,Dolby AtmosDolby Digital,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
WA==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
WA==,Aspect ratio,"1.37 : 1(windowboxed, some shots)1.90 : 1",
WA==,Camera,Sony CineAlta Venice(MiniHawk Lenses),
WA==,Laboratory,"Moxion, USA(dailies cloud)Park Road Post Production, Wellington, NZ(digital intermediate and mastering services by)",
WA==,Cinematographic Process,"Digital Intermediate(4K, master format)",
WA==,Printed Film Format,35 mmDCP Digital Cinema Package,
WA==,,,
WA==,,,
VGhlIEdvZGZhdGhlcg==,Runtime,2h 55m(175 min),
VGhlIEdvZGZhdGhlcg==,Sound mix,DTS(re-release)MonoDolby Digital,/search/title/?sound_mixes=dts&ref_=ttspec_spec_2
VGhlIEdvZGZhdGhlcg==,Color,ColorColor(Technicolor),/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIEdvZGZhdGhlcg==,Aspect ratio,1.37 : 1(negative ratio)1.85 : 1,
VGhlIEdvZGZhdGhlcg==,Camera,"Arriflex 35 IIC, Bausch & Lomb Super Baltar and Angénieux LensesMitchell BNCR, Bausch & Lomb Super Baltar Lenses",
VGhlIEdvZGZhdGhlcg==,Laboratory,"Technicolor S.p.a., Roma, ItalyTechnicolor, Hollywood (CA), USA(prints)",
VGhlIEdvZGZhdGhlcg==,Film Length,"177 m4,804 m1,069 m4,810 m(Sweden)",
VGhlIEdvZGZhdGhlcg==,Negative Format,35 mm(Eastman 100T 5254),
VGhlIEdvZGZhdGhlcg==,Cinematographic Process,"Digital Intermediate(4K, 2008 restoration)Digital Intermediate(4K, 2022 restoration)Dolby VisionSpherical",
VGhlIEdvZGZhdGhlcg==,Printed Film Format,"35 mm(Technicolor Dye Transfer prints)70 mm(blow-up, Japan)8 mm",
VGhlIEdvZGZhdGhlcg==,,,
VGhlIEdvZGZhdGhlcg==,,,
QXNwaGFsdCBDaXR5,Runtime,2h 5m(125 min),
QXNwaGFsdCBDaXR5,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QXNwaGFsdCBDaXR5,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QXNwaGFsdCBDaXR5,Aspect ratio,2.39 : 1,
QXNwaGFsdCBDaXR5,Camera,ARRI Alexa Mini LF and Moviecam lenses,
QXNwaGFsdCBDaXR5,,,
QXNwaGFsdCBDaXR5,,,
RGFtc2Vs,Runtime,1h 50m(110 min),
RGFtc2Vs,Sound mix,Dolby Atmos,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
RGFtc2Vs,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RGFtc2Vs,Aspect ratio,2.39 : 1,
RGFtc2Vs,Camera,"Sony CineAlta Venice, Panavision T-Series Lenses",
RGFtc2Vs,Laboratory,"Company 3, London, UK(color, finish)",
RGFtc2Vs,Negative Format,AXS-R7,
RGFtc2Vs,Cinematographic Process,"Digital Intermediate(4K, master format)Panavision(anamorphic, source format)",
RGFtc2Vs,Printed Film Format,Video(UHD),
RGFtc2Vs,,,
RGFtc2Vs,,,
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Runtime,2h 41m(161 min),
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Sound mix,Dolby DigitalDolby Digital(Dolby 5.1)Dolby AtmosDolby Surround 7.1,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Color,ColorBlack and White,/search/title/?colors=color&ref_=ttspec_spec_3
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Aspect ratio,"1.33 : 1(Bounty Law, Interview Segment, Operazione Dyn-O-Mite! Behind the scenes footage, Sharon Tate's Super 8 footage, & Red Apple Cigarettes Commercial)1.85 : 1(The 14 Fists of McCluskey)2.39 : 1",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Camera,"Aaton A-MinimaArriflex 435, Panavision Primo, C-, E-, T-Series and Ultra Speed Golden LensesBolex CameraPanavision Panaflex Millennium XL2, Panavision Primo, C-, E-, T-Series, Ultra Speed Golden, Normal Speed MKII, Ultra Speed MKII, Cooke Varotal and Angenieux Lenses",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Laboratory,"FotoKem Laboratory, Burbank (CA), USA(prints)Harbor Picture Company, Santa Monica (CA), USA(digital intermediate)",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Film Length,9 reels,
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Negative Format,"16 mm(Kodak Ektachrome 100D 7285)35 mm(Kodak Vision3 200T 5213, Vision3 500T 5219, Eastman Double-X 5222)8 mm(Kodak Ektachrome 100D 7294)",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Cinematographic Process,"Digital Intermediate(4K, master format)Dolby VisionPanavision(anamorphic, source format)Spherical(source format, some scenes)Super 35(3-perf, source format, The 14 Fists of McCluskey)Super 8(source format, one scene)",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,Printed Film Format,"35 mm(partial blow-up, Kodak Vision 2383)70 mm(blow-up, Kodak Vision 2383)D-Cinema",
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,,,
T25jZSBVcG9uIGEgVGltZSBpbi4uLiBIb2xseXdvb2Q=,,,
RHVuZQ==,Runtime,2h 17m(137 min)3h 10m(190 min) (special edition) (United States)2h 57m(177 min) (extended cut)2h 59m(179 min) (Spicediver Cut),
RHVuZQ==,Sound mix,70 mm 6-Track(70 mm prints)Dolby Stereo(35 mm prints),/search/title/?sound_mixes=70_mm_6_track&ref_=ttspec_spec_2
RHVuZQ==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RHVuZQ==,Aspect ratio,2.20 : 1(70 mm prints)2.35 : 1,
RHVuZQ==,Camera,"Arriflex 35 BL2, Todd-AO LensesPhoto-Sonics 4E, Todd-AO Lenses",
RHVuZQ==,Laboratory,"Technicolor, Hollywood (CA), USA(color)",
RHVuZQ==,Film Length,"3,730 m(Norway)3,736 m(Sweden)3,755 m(Finland)",
RHVuZQ==,Negative Format,"35 mm(also horizontal, Eastman 125T 5247, 400T 5294)",
RHVuZQ==,Cinematographic Process,"Digital Intermediate(4K, 2021 remaster)Dolby VisionTodd-AO 35(anamorphic)VistaVision(visual effects)",
RHVuZQ==,Printed Film Format,"35 mm(Eastman 5384)70 mm(blow-up, Eastman 5384)",
RHVuZQ==,,,
RHVuZQ==,,,
SW50ZXJzdGVsbGFy,Runtime,2h 49m(169 min),
SW50ZXJzdGVsbGFy,Sound mix,DatasatDolby DigitalIMAX 6-TrackDolby Surround 7.1Sonics-DDP(IMAX version),/search/title/?sound_mixes=datasat&ref_=ttspec_spec_2
SW50ZXJzdGVsbGFy,Color,Color(FotoKem)Color,/search/title/?colors=color&ref_=ttspec_spec_3
SW50ZXJzdGVsbGFy,Aspect ratio,"1.43 : 1(IMAX 70 mm: some scenes)1.78 : 1(IMAX Blu-ray & 4K UHD - some scenes)1.90 : 1(Digital IMAX - some scenes)2.20 : 1(70 mm prints)2.39 : 12.39 : 1(35 mm prints, Digital)",
SW50ZXJzdGVsbGFy,Camera,"Beaumont VistaVision Camera, Leica LensesIMAX MSM 9802, Hasselblad and Mamiya LensesPanavision Panaflex Millennium XL2, Panavision C-, D-, E-Series and Ultra Speed Golden Lenses",
SW50ZXJzdGVsbGFy,Laboratory,"FotoKem Laboratory, Burbank (CA), USA(also prints)",
SW50ZXJzdGVsbGFy,Film Length,"17,115 m (49 reels)4,582 m(Spain)4,631 m (8 reels)",
SW50ZXJzdGVsbGFy,Negative Format,"35 mm(also horizontal, Kodak Vision3 50D 5203, Vision3 250D 5207, Vision3 500T 5219)65 mm(horizontal, Kodak Vision3 50D 5203, Vision3 250D 5207, Vision3 500T 5219)",
SW50ZXJzdGVsbGFy,Cinematographic Process,IMAXPanavision(anamorphic)VistaVision(some scenes),
SW50ZXJzdGVsbGFy,Printed Film Format,"35 mm(Kodak Vision 2383)70 mm(also horizontal, also IMAX DMR blow-up, Kodak Vision 2383)D-Cinema",
SW50ZXJzdGVsbGFy,,,
SW50ZXJzdGVsbGFy,,,
TGFuZCBvZiBCYWQ=,Runtime,1h 53m(113 min),
TGFuZCBvZiBCYWQ=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TGFuZCBvZiBCYWQ=,Aspect ratio,2.4:1,
TGFuZCBvZiBCYWQ=,Camera,Arri Alexa Mini LF,
TGFuZCBvZiBCYWQ=,,,
TGFuZCBvZiBCYWQ=,,,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Runtime,2h 43m(163 min),
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Sound mix,Dolby AtmosDolby DigitalIMAX 6-Track,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Aspect ratio,2.39 : 1,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Camera,Sony CineAlta Venice 2,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Negative Format,AXSM,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Cinematographic Process,Digital Intermediate(master format)X-OCN XT(source format),
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,Printed Film Format,DCP Digital Cinema Package,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,,,
QmFkZSBNaXlhbiBDaG90ZSBNaXlhbg==,,,
U2Nvb3A=,Runtime,1h 42m(102 min),
U2Nvb3A=,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
U2Nvb3A=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
U2Nvb3A=,Aspect ratio,2.39:1,
U2Nvb3A=,,,
U2Nvb3A=,,,
U2xlZXBpbmcgRG9ncw==,Runtime,1h 50m(110 min),
U2xlZXBpbmcgRG9ncw==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
U2xlZXBpbmcgRG9ncw==,Printed Film Format,DCP Digital Cinema Package,
U2xlZXBpbmcgRG9ncw==,,,
U2xlZXBpbmcgRG9ncw==,,,
SHVtYW5l,Runtime,1h 33m(93 min),
SHVtYW5l,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
SHVtYW5l,,,
SHVtYW5l,,,
U2FsdGJ1cm4=,Runtime,2h 11m(131 min),
U2FsdGJ1cm4=,Sound mix,Dolby DigitalDolby Atmos,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
U2FsdGJ1cm4=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
U2FsdGJ1cm4=,Aspect ratio,1.37 : 1,
U2FsdGJ1cm4=,Camera,"Arriflex 435 Xtreme, Panavision Primo LensesPanavision Panaflex Millennium XL2, Panavision Primo Lenses",
U2FsdGJ1cm4=,Laboratory,"Cinelab, London, UK(processing)Company 3, Los Angeles (CA), USA(digital intermediate, dailies)",
U2FsdGJ1cm4=,Negative Format,"35 mm(Kodak Vision3 50D 5203, Vision3 200T 5213, Vision3 500T 5219)",
U2FsdGJ1cm4=,Cinematographic Process,"Digital Intermediate(4K, master format)Spherical(source format)",
U2FsdGJ1cm4=,Printed Film Format,D-Cinema,
U2FsdGJ1cm4=,,,
U2FsdGJ1cm4=,,,
QmFyYmll,Runtime,1h 54m(114 min)2h(120 min) (IMAX Version),
QmFyYmll,Sound mix,Dolby DigitalIMAX 6-Track12-Track Digital SoundD-Cinema 96kHz 7.1Auro 11.1Dolby AtmosDTS:X,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QmFyYmll,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QmFyYmll,Aspect ratio,1.90 : 1(IMAX version)2.00 : 1,
QmFyYmll,Camera,"Arri Alexa 65, Panavision System 65 Lenses",
QmFyYmll,Laboratory,"Company 3, Los Angeles (CA), USA(dailies)Company 3, New York (NY), USA(color, finish)Warner Bros. De Lane Lea, London, UK(digital dailies)",
QmFyYmll,Negative Format,Codex,
QmFyYmll,Cinematographic Process,"ARRIRAW(6.5K, source format)Digital Intermediate(4K, master format)",
QmFyYmll,Printed Film Format,D-CinemaDCP Digital Cinema Package,
QmFyYmll,,,
QmFyYmll,,,
V29ua2E=,Runtime,1h 56m(116 min),
V29ua2E=,Sound mix,Dolby AtmosDolby DigitalIMAX 6-TrackDolby Surround 7.1Auro 11.112-Track Digital SoundDTS:X,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
V29ua2E=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
V29ua2E=,Aspect ratio,2.39 : 1,
V29ua2E=,Camera,"Alexa LF(Xelmus Apollo Anamorphic 2X Lenses)Arri Alexa LF, Cooke Anamorphic/i Full Frame Plus LensesArri Alexa Mini LF, Cooke Anamorphic/i Full Frame Plus Lenses",
V29ua2E=,Laboratory,"Warner Bros. De Lane Lea, London, UK(digital dailies)",
V29ua2E=,Negative Format,Codex,
V29ua2E=,Cinematographic Process,"/i Scope(anamorphic, 1.8x, source format)ARRIRAW(4.5K, source format)Digital Intermediate(4K, Master Format)",
V29ua2E=,Printed Film Format,DCP,
V29ua2E=,,,
V29ua2E=,,,
QW1hciBTaW5naCBDaGFta2lsYQ==,Runtime,2h 25m(145 min),
QW1hciBTaW5naCBDaGFta2lsYQ==,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QW1hciBTaW5naCBDaGFta2lsYQ==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QW1hciBTaW5naCBDaGFta2lsYQ==,Aspect ratio,2.39 : 1,
QW1hciBTaW5naCBDaGFta2lsYQ==,Camera,"Sony CineAlta Venice, Cooke Anamorphic/i Lenses",
QW1hciBTaW5naCBDaGFta2lsYQ==,Negative Format,AXS-R7,
QW1hciBTaW5naCBDaGFta2lsYQ==,Cinematographic Process,/i Scope(anamorphic)Digital Intermediate(master format)X-OCN ST(source format),
QW1hciBTaW5naCBDaGFta2lsYQ==,Printed Film Format,Video(UHD),
QW1hciBTaW5naCBDaGFta2lsYQ==,,,
QW1hciBTaW5naCBDaGFta2lsYQ==,,,
TWFkYW1lIFdlYg==,Runtime,1h 56m(116 min),
TWFkYW1lIFdlYg==,Sound mix,IMAX 6-TrackDolby Atmos,/search/title/?sound_mixes=imax_6_track&ref_=ttspec_spec_2
TWFkYW1lIFdlYg==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TWFkYW1lIFdlYg==,Aspect ratio,2.39 : 1,
TWFkYW1lIFdlYg==,Camera,"Arri Alexa Mini LF, Panavision Panaspeed Lenses",
TWFkYW1lIFdlYg==,Laboratory,Company 3,
TWFkYW1lIFdlYg==,Negative Format,Codex,
TWFkYW1lIFdlYg==,Cinematographic Process,"ARRIRAW(4.5K, source format)Digital Intermediate(4K, Master Format)",
TWFkYW1lIFdlYg==,Printed Film Format,DCP Digital Cinema Package (4K),
TWFkYW1lIFdlYg==,,,
TWFkYW1lIFdlYg==,,,
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Runtime,1h 45m(105 min),
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Aspect ratio,2.39 : 1,
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Camera,"Arricam LT, Zeiss Master Prime and Angenieux Optimo LensesArricam ST, Zeiss Master Prime and Angenieux Optimo Lenses",
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Laboratory,"Cinelab, London, UK(film processing)Company 3, New York (NY), USA(digital intermediate)",
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Negative Format,"35 mm(Kodak Vision3 50D 5203, Vision3 250D 5207, Vision3 500T 5219)",
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Cinematographic Process,"Digital Intermediate(4K, master format)Super 35(3-perf, source format)",
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,Printed Film Format,D-Cinema,
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,,,
QWxsIG9mIFVzIFN0cmFuZ2Vycw==,,,
Um9hZCBIb3VzZQ==,Runtime,1h 54m(114 min),
Um9hZCBIb3VzZQ==,Sound mix,Dolby SR,/search/title/?sound_mixes=dolby_sr&ref_=ttspec_spec_2
Um9hZCBIb3VzZQ==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
Um9hZCBIb3VzZQ==,Aspect ratio,2.39 : 1,
Um9hZCBIb3VzZQ==,Camera,"Panavision Panaflex Gold II, Panavision C- and E-Series Lenses",
Um9hZCBIb3VzZQ==,Laboratory,"DeLuxe, Hollywood (CA), USA(color)",
Um9hZCBIb3VzZQ==,Negative Format,"35 mm(Eastman 400T 5295, 250D 5297)",
Um9hZCBIb3VzZQ==,Cinematographic Process,"Digital Intermediate(4K, 2022 remaster)Panavision(anamorphic)",
Um9hZCBIb3VzZQ==,Printed Film Format,35 mm,
Um9hZCBIb3VzZQ==,,,
Um9hZCBIb3VzZQ==,,,
RGF6ZWQgYW5kIENvbmZ1c2Vk,Runtime,1h 43m(103 min),
RGF6ZWQgYW5kIENvbmZ1c2Vk,Sound mix,Dolby DigitalDolby SR,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
RGF6ZWQgYW5kIENvbmZ1c2Vk,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RGF6ZWQgYW5kIENvbmZ1c2Vk,Aspect ratio,1.85 : 1,
RGF6ZWQgYW5kIENvbmZ1c2Vk,Camera,Arriflex 35 III,
RGF6ZWQgYW5kIENvbmZ1c2Vk,Laboratory,"Allied/WBS Film & Video Services, Dallas (TX), USA(processing)DeLuxe, Hollywood (CA), USA(prints)",
RGF6ZWQgYW5kIENvbmZ1c2Vk,Negative Format,35 mm(Eastman),
RGF6ZWQgYW5kIENvbmZ1c2Vk,Cinematographic Process,"Digital Intermediate(4K, 2023 remaster)Dolby VisionSpherical",
RGF6ZWQgYW5kIENvbmZ1c2Vk,Printed Film Format,35 mm,
RGF6ZWQgYW5kIENvbmZ1c2Vk,,,
RGF6ZWQgYW5kIENvbmZ1c2Vk,,,
UGVyZmVjdCBEYXlz,Runtime,2h 4m(124 min),
UGVyZmVjdCBEYXlz,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
UGVyZmVjdCBEYXlz,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
UGVyZmVjdCBEYXlz,Aspect ratio,1.33 : 1,
UGVyZmVjdCBEYXlz,Camera,"Sony Venice 2, Canon K35 LensesSony Venice Rialto, Canon K35 Lenses",
UGVyZmVjdCBEYXlz,Negative Format,Digital,
UGVyZmVjdCBEYXlz,Cinematographic Process,"Digital Intermediate(4K, master format)X-OCN XT(4K, source format)",
UGVyZmVjdCBEYXlz,Printed Film Format,DCPDCP Digital Cinema Package,
UGVyZmVjdCBEYXlz,,,
UGVyZmVjdCBEYXlz,,,
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Runtime,3h 26m(206 min),
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Sound mix,Dolby AtmosDolby DigitalIMAX 6-Track,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Color,ColorBlack and White(some scenes)Black and White,/search/title/?colors=color&ref_=ttspec_spec_3
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Aspect ratio,1.33 : 1(some shots)2.39 : 1,
