movieID,specKey,specValue,specLink
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Camera,"Arricam LT, Panavision T-Series and Petzval LensesArricam ST, Panavision T-Series and Petzval LensesArriflex 435, Panavision T-Series Lenses(high-speed shots)Bell & Howell 2709, Cooke Speed Panchro Lenses(some scenes)Phantom Flex, Panavision T-Series Lenses(high-speed shots)Sony CineAlta Venice, Panavision T-Series and Angenieux Optimo Lenses(some scenes)",
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Laboratory,"Company 3, Los Angeles (CA), USA(digital intermediate)FotoKem Laboratory, Burbank (CA), USA(film processing)",
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Negative Format,"35 mm(Kodak Vision3 50D 5203, Vision3 250D 5207, Vision3 500T 5219, Eastman Double-X 5222)AXS-R7(4K)",
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Cinematographic Process,"Digital Intermediate(4K, master format)Panavision(anamorphic, source format)Spherical(source format, some scenes)",
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,Printed Film Format,D-Cinema,
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,,,
S2lsbGVycyBvZiB0aGUgRmxvd2VyIE1vb24=,,,
Qm9iIE1hcmxleTogT25lIExvdmU=,Runtime,1h 47m(107 min),
Qm9iIE1hcmxleTogT25lIExvdmU=,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
Qm9iIE1hcmxleTogT25lIExvdmU=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
Qm9iIE1hcmxleTogT25lIExvdmU=,Aspect ratio,2.39 : 1,
Qm9iIE1hcmxleTogT25lIExvdmU=,Camera,"Arri Alexa 35, Panavision Primo, VA and Angenieux Optimo Lenses",
Qm9iIE1hcmxleTogT25lIExvdmU=,Laboratory,"Company 3, London, UK(colour and finish, dailies)",
Qm9iIE1hcmxleTogT25lIExvdmU=,Negative Format,Codex,
Qm9iIE1hcmxleTogT25lIExvdmU=,Cinematographic Process,"ARRIRAW(4.6K, source format)Digital Intermediate(4K, master format)",
Qm9iIE1hcmxleTogT25lIExvdmU=,Printed Film Format,DCP Digital Cinema Package,
Qm9iIE1hcmxleTogT25lIExvdmU=,,,
Qm9iIE1hcmxleTogT25lIExvdmU=,,,
VGhlIElyb24gQ2xhdw==,Runtime,2h 12m(132 min),
VGhlIElyb24gQ2xhdw==,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
VGhlIElyb24gQ2xhdw==,Color,ColorBlack and White(opening scene),/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIElyb24gQ2xhdw==,Aspect ratio,1.85 : 1,
VGhlIElyb24gQ2xhdw==,Camera,"Arriflex 235, Panavision Primo LensesPanavision Panaflex Millennium XL2, Panavision Primo Lenses",
VGhlIElyb24gQ2xhdw==,Laboratory,"Company 3, Los Angeles (CA), USA(digital intermediate, dailies)FotoKem Laboratory, Burbank (CA), USA(film processing)",
VGhlIElyb24gQ2xhdw==,Negative Format,"35 mm(Kodak Vision3 500T 5219, Eastman Double-X 5222)",
VGhlIElyb24gQ2xhdw==,Cinematographic Process,"Digital Intermediate(4K, master format)Super 35(3-perf, source format)",
VGhlIElyb24gQ2xhdw==,Printed Film Format,D-Cinema,
VGhlIElyb24gQ2xhdw==,,,
VGhlIElyb24gQ2xhdw==,,,
QXBvY2FseXBzZSBOb3c=,Runtime,2h 27m(147 min)3h 22m(202 min) (Redux)5h 30m(330 min) (Workprint Version)3h 2m(182 min) (Final Cut)2h 33m(153 min) (original),
QXBvY2FseXBzZSBOb3c=,Sound mix,70 mm 6-Track(70 mm prints)Dolby Digital(Redux version)Dolby Stereo(35 mm prints)DTS(Redux version)Dolby Atmos(Final Cut),/search/title/?sound_mixes=70_mm_6_track&ref_=ttspec_spec_2
QXBvY2FseXBzZSBOb3c=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QXBvY2FseXBzZSBOb3c=,Aspect ratio,"2.00 : 1(DVD version, Univisium)2.20 : 1(70 mm prints)2.39 : 1",
QXBvY2FseXBzZSBOb3c=,Camera,"Arriflex 16 ST(newsreel scenes)Arriflex 35 BL, Technovision/Cooke and Todd-AO LensesArriflex 35-IIC, Technovision/Cooke and Todd-AO LensesMitchell BNCR, Technovision/Cooke and Todd-AO Lenses",
QXBvY2FseXBzZSBOb3c=,Laboratory,"Technicolor, Hollywood (CA), USA(prints)",
QXBvY2FseXBzZSBOb3c=,Film Length,"4,205 m5,255 m5,533 m",
QXBvY2FseXBzZSBOb3c=,Negative Format,16 mm(newsreel scenes)35 mm(Eastman 100T 5247),
QXBvY2FseXBzZSBOb3c=,Cinematographic Process,"Digital Intermediate(4K, 2019 remaster)Dolby Vision(Final Cut)Technovision(anamorphic)Todd-AO 35(anamorphic)",
QXBvY2FseXBzZSBOb3c=,Printed Film Format,Digital(Digital Cinema Package DCP)35 mm70 mm(blow-up),
QXBvY2FseXBzZSBOb3c=,,,
QXBvY2FseXBzZSBOb3c=,,,
UHVscCBGaWN0aW9u,Runtime,2h 34m(154 min),
UHVscCBGaWN0aW9u,Sound mix,Dolby DigitalDTS,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
UHVscCBGaWN0aW9u,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
UHVscCBGaWN0aW9u,Aspect ratio,2.20 : 1(70 mm prints)2.39 : 1,
UHVscCBGaWN0aW9u,Camera,"Arriflex 35-III, Panavision C- and E-Series LensesPanavision Panaflex Gold II, Panavision C- and E-Series LensesPanavision Panaflex Lightweight, Panavision C- and E-Series LensesPanavision Panaflex Platinum, Panavision C- and E-Series Lenses",
UHVscCBGaWN0aW9u,Laboratory,"DeLuxe, Hollywood (CA), USA(color)",
UHVscCBGaWN0aW9u,Film Length,"4,229 m(Sweden)",
UHVscCBGaWN0aW9u,Negative Format,16 mm(Kodak)35 mm(Eastman EXR 50D 5245),
UHVscCBGaWN0aW9u,Cinematographic Process,"Digital Intermediate(4K, 2022 remaster)Dolby VisionPanavision(anamorphic)",
UHVscCBGaWN0aW9u,Printed Film Format,16 mm(Eastman 1301)70 mm(blow-up)DCP35 mm(partial blow-up),
UHVscCBGaWN0aW9u,,,
UHVscCBGaWN0aW9u,,,
VGhlIElkZWEgb2YgWW91,Runtime,1h 55m(115 min),
VGhlIElkZWEgb2YgWW91,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIElkZWEgb2YgWW91,Camera,"Arri Alexa 35, Bausch and Lomb Super Baltar Lenses",
VGhlIElkZWEgb2YgWW91,,,
VGhlIElkZWEgb2YgWW91,,,
U3BsaXQ=,Runtime,1h 57m(117 min),
U3BsaXQ=,Sound mix,Dolby DigitalDolby AtmosDolby Surround 7.1,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
U3BsaXQ=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
U3BsaXQ=,Aspect ratio,2.39 : 1,
U3BsaXQ=,Camera,"Arri Alexa XT, Zeiss Master Prime, Fujinon Alura and Angenieux Optimo Lenses",
U3BsaXQ=,Laboratory,"Technicolor PostWorks, New York (NY), USA(color, digital intermediate)",
U3BsaXQ=,Negative Format,Codex,
U3BsaXQ=,Cinematographic Process,"ARRIRAW(2.8K, source format)Digital Intermediate(2K, master format)",
U3BsaXQ=,Printed Film Format,D-Cinema,
U3BsaXQ=,,,
U3BsaXQ=,,,
V2lja2VkIExpdHRsZSBMZXR0ZXJz,Runtime,1h 40m(100 min),
V2lja2VkIExpdHRsZSBMZXR0ZXJz,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
V2lja2VkIExpdHRsZSBMZXR0ZXJz,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
V2lja2VkIExpdHRsZSBMZXR0ZXJz,Aspect ratio,1.85 : 1,
V2lja2VkIExpdHRsZSBMZXR0ZXJz,Printed Film Format,DCP Digital Cinema Package (4K),
V2lja2VkIExpdHRsZSBMZXR0ZXJz,,,
V2lja2VkIExpdHRsZSBMZXR0ZXJz,,,
TWVu,Runtime,1h 40m(100 min),
TWVu,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
TWVu,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TWVu,Aspect ratio,1.85 : 1,
TWVu,Camera,"Phantom Flex4KSony CineAlta Venice, Panavision H-Series Lenses",
TWVu,Laboratory,"Molinare, London, UK(color, finish, digital intermediate)Warner Bros. De Lane Lea, London, UK(digital dailies, dailies processing, digital intermediate)",
TWVu,Negative Format,AXS-R7CineMag,
TWVu,Cinematographic Process,"Digital Intermediate(4K, master format)Phantom RAW(4K, source format, high-speed shots)X-OCN ST(6K, source format)",
TWVu,Printed Film Format,D-CinemaDCP Digital Cinema Package,
TWVu,,,
TWVu,,,
VGhlIEhvbGRvdmVycw==,Runtime,2h 13m(133 min),
VGhlIEhvbGRvdmVycw==,Sound mix,Dolby Digital,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
VGhlIEhvbGRvdmVycw==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIEhvbGRvdmVycw==,Aspect ratio,1.66 : 1,
VGhlIEhvbGRvdmVycw==,Camera,"Arri Alexa Mini, Panavision H Series and Primo Zoom Lenses",
VGhlIEhvbGRvdmVycw==,Laboratory,"FotoKem Laboratory, Burbank (CA), USA(prints)Harbor Picture Company, Los Angeles (CA), USA(digital intermediate)",
VGhlIEhvbGRvdmVycw==,Negative Format,Codex,
VGhlIEhvbGRvdmVycw==,Cinematographic Process,"ARRIRAW(3.4K, Source Format)Digital Intermediate(2K, Master Format)",
VGhlIEhvbGRvdmVycw==,Printed Film Format,"35 mm(spherical, Kodak Vision 2383)D-CinemaDCP Digital Cinema Package",
VGhlIEhvbGRvdmVycw==,,,
VGhlIEhvbGRvdmVycw==,,,
TWFkIE1heDogRnVyeSBSb2Fk,Runtime,2h(120 min),
TWFkIE1heDogRnVyeSBSb2Fk,Sound mix,Dolby DigitalDatasatSDDSDolby Atmos,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
TWFkIE1heDogRnVyeSBSb2Fk,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TWFkIE1heDogRnVyeSBSb2Fk,Aspect ratio,2.39 : 1,
TWFkIE1heDogRnVyeSBSb2Fk,Camera,"Arri Alexa M, Panavision Primo, Ultra Speed MKII and Angenieux Optimo LensesArri Alexa Plus, Panavision Primo, Ultra Speed MKII and Angenieux Optimo LensesBlackmagic Cinema Camera(some shots)Canon EOS 5D Mark II(some shots)Nikon D800(some shots)Olympus OM-D EM-5(some shots)",
TWFkIE1heDogRnVyeSBSb2Fk,Laboratory,"DDP Studios, Melbourne, Australia(digital intermediate)",
TWFkIE1heDogRnVyeSBSb2Fk,Film Length,7 reels,
TWFkIE1heDogRnVyeSBSb2Fk,Negative Format,CFCodex,
TWFkIE1heDogRnVyeSBSb2Fk,Cinematographic Process,"ARRIRAW(2.8K, source format)Digital Intermediate(2K, master format)ProRes 4:2:2(1080p/24, source format)",
TWFkIE1heDogRnVyeSBSb2Fk,Printed Film Format,"35 mm(anamorphic, Kodak Vision 2383)D-Cinema(also 3-D version)",
TWFkIE1heDogRnVyeSBSb2Fk,,,
TWFkIE1heDogRnVyeSBSb2Fk,,,
RGVhZHBvb2w=,Runtime,1h 48m(108 min),
RGVhZHBvb2w=,Sound mix,Dolby DigitalDolby AtmosDolby Surround 7.1DTS(DTS: X)SDDSDatasatIMAX 6-Track,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
RGVhZHBvb2w=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RGVhZHBvb2w=,Aspect ratio,2.39 : 1,
RGVhZHBvb2w=,Camera,"Arri Alexa XT, Panavision Primo, Bausch & Lomb Super Baltar and Cooke Varotal LensesPanavision Panaflex Millennium XL2, Panavision Primo Lenses(one shot)Phantom Flex4K, Panavision Primo LensesRed Epic Dragon, Panavision Primo Lenses(some shots)Red Epic, Panavision Primo Lenses(some shots)",
RGVhZHBvb2w=,Laboratory,EFilm(digital intermediate),
RGVhZHBvb2w=,Negative Format,35 mm(Kodak Vision3 500T 5219)CineMagCodex,
RGVhZHBvb2w=,Cinematographic Process,"ARRIRAW(3.4K, common-third, source format)Digital Intermediate(4K, master format)Dolby VisionPhantom RAW(4K, source format, high-speed shots)Redcode RAW (5K) (6K) (source format)(some shots)Super 35(source format, one shot)",
RGVhZHBvb2w=,Printed Film Format,D-Cinema,
RGVhZHBvb2w=,,,
RGVhZHBvb2w=,,,
VGhlIEJyaWNrbGF5ZXI=,Runtime,1h 50m(110 min),
VGhlIEJyaWNrbGF5ZXI=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIEJyaWNrbGF5ZXI=,Aspect ratio,2.39 : 1,
VGhlIEJyaWNrbGF5ZXI=,Camera,Hawk class-X lenses,
VGhlIEJyaWNrbGF5ZXI=,Printed Film Format,DCP Digital Cinema Package,
VGhlIEJyaWNrbGF5ZXI=,,,
VGhlIEJyaWNrbGF5ZXI=,,,
RXhwZW5kNGJsZXM=,Runtime,1h 43m(103 min),
RXhwZW5kNGJsZXM=,Sound mix,Dolby DigitalDolby Atmos,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
RXhwZW5kNGJsZXM=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RXhwZW5kNGJsZXM=,Aspect ratio,2.39 : 1,
RXhwZW5kNGJsZXM=,Camera,"Sony CineAlta Venice Rialto, Atlas Orion LensesSony CineAlta Venice, Atlas Orion Lenses",
RXhwZW5kNGJsZXM=,Negative Format,AXSM X-OCN XT(4K),
RXhwZW5kNGJsZXM=,Cinematographic Process,"Atlas Scope(anamorphic, source format)Digital Intermediate(4K, master format)",
RXhwZW5kNGJsZXM=,Printed Film Format,D-Cinema,
RXhwZW5kNGJsZXM=,,,
RXhwZW5kNGJsZXM=,,,
Umlja3kgU3Rhbmlja3k=,Runtime,1h 53m(113 min),
Umlja3kgU3Rhbmlja3k=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
Umlja3kgU3Rhbmlja3k=,Aspect ratio,2.00 : 1,
Umlja3kgU3Rhbmlja3k=,Camera,Alexa 35Blackmagic Design Ursa Mini Pro 12kZeiss Supreme Prime Lenses,
Umlja3kgU3Rhbmlja3k=,,,
Umlja3kgU3Rhbmlja3k=,,,
VG9wIEd1bjogTWF2ZXJpY2s=,Runtime,2h 10m(130 min),
VG9wIEd1bjogTWF2ZXJpY2s=,Sound mix,DTS(DTS: X)Dolby AtmosAuro 11.1IMAX 6-Track12-Track Digital SoundSonics-DDP,/search/title/?sound_mixes=dts&ref_=ttspec_spec_2
VG9wIEd1bjogTWF2ZXJpY2s=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VG9wIEd1bjogTWF2ZXJpY2s=,Aspect ratio,1.90 : 1(IMAX Version - some scenes)2.39 : 1,
VG9wIEd1bjogTWF2ZXJpY2s=,Camera,"Sony CineAlta Venice IMAX, Zeiss Master Prime, Loxia, Sigma FF High Speed, Voigtländer and Fujinon Premier Lenses(Sony)Sony CineAlta Venice Rialto IMAX, Zeiss Master Prime, Loxia, Sigma FF High Speed and Voigtländer Lenses(Sony)",
VG9wIEd1bjogTWF2ZXJpY2s=,Laboratory,"Company 3, Los Angeles (CA), USA(digital intermediate, dailies, color grading)EC3(dailies)",
VG9wIEd1bjogTWF2ZXJpY2s=,Negative Format,AXS-R7,
VG9wIEd1bjogTWF2ZXJpY2s=,Cinematographic Process,"Digital Intermediate(4K, master format)X-OCN ST(6K, source format)",
VG9wIEd1bjogTWF2ZXJpY2s=,Printed Film Format,D-Cinema(also 3-D version)DCP Digital Cinema Package 4K,
VG9wIEd1bjogTWF2ZXJpY2s=,,,
VG9wIEd1bjogTWF2ZXJpY2s=,,,
VGl0YW5pYw==,Runtime,3h 14m(194 min),
VGl0YW5pYw==,Sound mix,Dolby DigitalDTSSDDS,/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
VGl0YW5pYw==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGl0YW5pYw==,Aspect ratio,1.85 : 1(3D Blu-ray)16 : 9(VHS)2.39 : 1(theatrical ratio),
VGl0YW5pYw==,Camera,"Arriflex 35 III, Panavision Primo LensesPanavision Panaflex Gold II, Panavision Primo LensesPanavision Panaflex Platinum, Panavision Primo Lenses",
VGl0YW5pYw==,Laboratory,"Consolidated Film Industries (CFI), Hollywood (CA), USA(color)DeLuxe, Hollywood (CA), USA(prints)",
VGl0YW5pYw==,Film Length,"5,340 m(Sweden)5,426 m (10 reels)",
VGl0YW5pYw==,Negative Format,"35 mm(Eastman EXR 50D 5245, Kodak Vision 500T 5279)",
VGl0YW5pYw==,Cinematographic Process,"Digital Intermediate(4K, 2012 re-release)Dolby Vision(20th Anniversary release)Super 35Techniscope(underwater scenes)",
VGl0YW5pYw==,Printed Film Format,"16 mm(masked prints)35 mm(anamorphic, Eastman EXR 5386)70 mm(blow-up, Eastman EXR 5386)70 mm(horizontal, IMAX DMR blow-up, dual-strip 3-D, Kodak Vision 2383, 2012 re-release)D-Cinema(also 3-D version: 2012 re-release)DCP Digital Cinema Package (4K)Super 8(anamorphic)",
VGl0YW5pYw==,,,
VGl0YW5pYw==,,,
Qmxvb2QgZm9yIER1c3Q=,Runtime,1h 38m(98 min),
Qmxvb2QgZm9yIER1c3Q=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
Qmxvb2QgZm9yIER1c3Q=,,,
Qmxvb2QgZm9yIER1c3Q=,,,
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Runtime,2h 37m(157 min),
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Sound mix,DTSDolby AtmosIMAX 6-TrackDolby Surround 7.1Dolby Digital12-Track Digital SoundAuro 11.1DTS:XD-Cinema 96kHz 7.1,/search/title/?sound_mixes=dts&ref_=ttspec_spec_2
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Aspect ratio,1.90 : 1(IMAX Version: some scenes)2.39 : 1,
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Camera,"Arri Alexa Mini LF IMAX, Arri Signature Prime Lenses",
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Laboratory,"Company 3Pharos - The Post Group, Munich, Germany(dailies)",
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Negative Format,Codex,
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Cinematographic Process,"ARRIRAW(4.5K, source format)Digital Intermediate(master format)",
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,Printed Film Format,DCP Digital Cinema Package,
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,,,
VGhlIEh1bmdlciBHYW1lczogVGhlIEJhbGxhZCBvZiBTb25nYmlyZHMgJiBTbmFrZXM=,,,
RGVhZCBQb2V0cyBTb2NpZXR5,Runtime,2h 8m(128 min)2h 20m(140 min) (laserdisc) (United States),
RGVhZCBQb2V0cyBTb2NpZXR5,Sound mix,70 mm 6-Track(70 mm prints)Dolby Stereo(35 mm prints),/search/title/?sound_mixes=70_mm_6_track&ref_=ttspec_spec_2
RGVhZCBQb2V0cyBTb2NpZXR5,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
RGVhZCBQb2V0cyBTb2NpZXR5,Aspect ratio,1.85 : 1,
RGVhZCBQb2V0cyBTb2NpZXR5,Camera,"Panavision Panaflex Gold, Panavision Primo LensesPanavision Panaflex Platinum, Panavision Primo Lenses",
RGVhZCBQb2V0cyBTb2NpZXR5,Laboratory,"DuArt Film Laboratories Inc., New York, USA(color)Metrocolor, Culver City (CA), USA(prints)",
RGVhZCBQb2V0cyBTb2NpZXR5,Negative Format,16 mm(Kodak)35 mm,
RGVhZCBQb2V0cyBTb2NpZXR5,Cinematographic Process,Spherical,
RGVhZCBQb2V0cyBTb2NpZXR5,Printed Film Format,"16 mm(Eastman)35 mm(Eastman 5384)70 mm(blow-up, Eastman 5384)",
RGVhZCBQb2V0cyBTb2NpZXR5,,,
RGVhZCBQb2V0cyBTb2NpZXR5,,,
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Runtime,2h 20m(140 min),
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Sound mix,Dolby AtmosDTS(DTS: X)Dolby Digital12-Track Digital Sound(IMAX version)Auro 11.1IMAX 6-TrackSonics-DDP(IMAX version)Dolby Surround 7.1,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Aspect ratio,2.39 : 1,
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Camera,"Arri Alexa 65, Arri Prime 65 and Vintage 765 Lenses",
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Laboratory,"Company 3, Los Angeles (CA), USA(color and finish by)SHED, Los Angeles (CA), USA(dailies provided by)",
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Negative Format,Codex,
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Cinematographic Process,"ARRIRAW(6.5K, source format)Digital Intermediate(2K, master format)Dolby VisionSpherical(source format)",
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,Printed Film Format,D-Cinema(also 3-D version),
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,,,
V2FyIGZvciB0aGUgUGxhbmV0IG9mIHRoZSBBcGVz,,,
TWlsbGVyJ3MgR2lybA==,Runtime,1h 33m(93 min),
TWlsbGVyJ3MgR2lybA==,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
TWlsbGVyJ3MgR2lybA==,Aspect ratio,2.35 : 1,
TWlsbGVyJ3MgR2lybA==,Laboratory,Company 3,
TWlsbGVyJ3MgR2lybA==,Printed Film Format,DCP Digital Cinema Package,
TWlsbGVyJ3MgR2lybA==,,,
TWlsbGVyJ3MgR2lybA==,,,
S2luZ2RvbSBvZiBIZWF2ZW4=,Runtime,2h 24m(144 min)3h 10m(190 min) (director's cut)3h 14m(194 min) (director's cut roadshow),
S2luZ2RvbSBvZiBIZWF2ZW4=,Sound mix,"Dolby Digital(Dolby Digital 5.1, 5.1 Surround Sound, 5.1)DTS(DTS HD Master Audio 5.1, 5.1 Surround Sound, 5.1)D-Cinema 48kHz 5.1(D-Cinema prints, 5.1 Surround Sound, 5.1)",/search/title/?sound_mixes=dolby_digital&ref_=ttspec_spec_2
S2luZ2RvbSBvZiBIZWF2ZW4=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
S2luZ2RvbSBvZiBIZWF2ZW4=,Aspect ratio,2.39 : 1,
S2luZ2RvbSBvZiBIZWF2ZW4=,Camera,"Arricam LT, Cooke S4 and Angenieux Optimo LensesArricam ST, Cooke S4 and Angenieux Optimo Lenses",
S2luZ2RvbSBvZiBIZWF2ZW4=,Laboratory,"Technicolor Creative Services, London, UK(digital intermediate)Technicolor, Hollywood (CA), USA(prints)",
S2luZ2RvbSBvZiBIZWF2ZW4=,Film Length,"3,934 m(Sweden)",
S2luZ2RvbSBvZiBIZWF2ZW4=,Negative Format,"35 mm(Kodak Vision2 500T 5218, Eastman EXR 50D 5245, Vision 200T 5274)",
S2luZ2RvbSBvZiBIZWF2ZW4=,Cinematographic Process,"Digital Intermediate(2K, master format)Super 35(source format)",
S2luZ2RvbSBvZiBIZWF2ZW4=,Printed Film Format,"35 mm(anamorphic, Kodak Vision 2383)",
S2luZ2RvbSBvZiBIZWF2ZW4=,,,
S2luZ2RvbSBvZiBIZWF2ZW4=,,,
QnVsbGV0IFRyYWlu,Runtime,2h 7m(127 min),
QnVsbGV0IFRyYWlu,Sound mix,Dolby AtmosAuro 11.1IMAX 6-Track,/search/title/?sound_mixes=dolby_atmos&ref_=ttspec_spec_2
QnVsbGV0IFRyYWlu,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QnVsbGV0IFRyYWlu,Aspect ratio,2.39 : 1,
QnVsbGV0IFRyYWlu,Camera,"Arri Alexa Mini LF, MasterBuilt Classic LensesArri Alexa SXT, Hawk V-Lite Vintage '74 LensesArricam LT, Hawk V-Lite Vintage '74 Lenses",
QnVsbGV0IFRyYWlu,Laboratory,Company 3(digital intermediate),
QnVsbGV0IFRyYWlu,Negative Format,35 mm(Kodak)Codex,
QnVsbGV0IFRyYWlu,Cinematographic Process,"ARRIRAW(4.5K, 2.6K, source format)Digital Intermediate(4K, master format)Dolby VisionHawk Scope(anamorphic, source format)",
QnVsbGV0IFRyYWlu,Printed Film Format,D-Cinema(also 3-D version),
QnVsbGV0IFRyYWlu,,,
QnVsbGV0IFRyYWlu,,,
QWxpZW4=,Runtime,1h 57m(117 min)1h 56m(116 min) (2003 Director's Cut),
QWxpZW4=,Sound mix,70 mm 6-Track(70 mm prints)Dolby Stereo(35 mm prints),/search/title/?sound_mixes=70_mm_6_track&ref_=ttspec_spec_2
QWxpZW4=,Color,Color,/search/title/?colors=color&ref_=ttspec_spec_3
QWxpZW4=,Aspect ratio,2.20 : 1(70 mm prints)2.39 : 1,
QWxpZW4=,Camera,"Panavision PSR R-200, Panavision C-Series and Cooke Varotal LensesPanavision Panaflex, Panavision C-Series Lenses",
QWxpZW4=,Laboratory,"DeLuxe, Hollywood (CA), USA(prints)Rank Film Laboratories, Denham, UK(processing)",
QWxpZW4=,Negative Format,35 mm(Eastman 100T 5247),
QWxpZW4=,Cinematographic Process,Panavision(anamorphic),
QWxpZW4=,Printed Film Format,35 mm70 mm(blow-up)8 mm(Super 8),
QWxpZW4=,,,
QWxpZW4=,,,
